hours_studied,attendance_pct,previous_score,assignments_completed,sleep_hours,internet_usage,extracurricular_activity,family_support,score
8.8,98.4,80.8,6,8.3,4.0,medium,medium,100.0
7.0,89.3,84.3,5,5.3,4.3,low,low,96.4
5.7,86.4,69.7,9,6.5,3.1,high,medium,94.3
6.9,81.0,57.8,12,4.8,5.5,low,high,100.0
10.9,100.0,74.1,8,5.8,3.4,medium,medium,100.0
11.2,79.8,66.5,8,7.4,2.0,low,low,96.8
6.2,82.2,66.4,11,7.4,4.3,low,medium,98.9
6.4,92.6,62.3,10,6.6,4.4,medium,medium,100.0
8.7,73.2,83.9,9,8.3,3.9,high,medium,100.0
3.9,98.2,73.7,7,8.6,2.4,medium,medium,85.3
6.8,93.0,85.5,9,6.9,3.4,low,medium,100.0
5.9,95.2,90.0,5,7.3,5.1,low,medium,94.3
6.8,92.5,76.9,6,6.5,3.7,high,low,99.0
3.9,86.7,62.4,12,7.8,0.8,low,high,89.7
2.0,79.5,85.6,11,5.6,2.1,medium,low,97.0
0.8,86.9,77.0,9,9.2,2.0,low,medium,85.7
3.2,80.2,100.0,3,8.4,1.9,low,high,96.2
4.9,91.9,74.7,5,5.6,0.0,low,medium,85.8
5.3,94.5,80.5,6,6.1,5.8,low,high,93.5
10.8,99.8,74.4,8,7.5,1.7,medium,low,100.0
8.8,91.0,68.5,5,6.6,1.8,low,medium,88.5
3.6,95.4,66.1,7,7.7,0.1,high,medium,100.0
6.9,85.6,74.4,12,6.6,4.3,low,high,100.0
5.0,84.2,77.8,9,8.8,2.9,medium,medium,95.3
5.3,91.8,87.3,9,7.0,2.5,medium,low,98.4
6.5,84.9,74.6,5,9.9,2.6,low,low,92.4
7.5,90.2,63.1,4,7.7,3.9,low,high,96.6
5.2,79.5,65.1,5,5.4,2.3,low,medium,74.6
8.7,80.9,50.2,4,9.5,0.0,low,low,80.9
3.1,93.1,94.9,8,8.3,1.1,low,medium,100.0
6.0,95.1,61.9,9,7.5,1.0,low,low,100.0
12.5,80.1,84.5,6,7.8,3.4,low,low,100.0
6.6,93.4,74.1,8,5.6,4.4,medium,high,100.0
9.6,83.7,74.6,12,4.8,5.2,medium,medium,100.0
6.2,88.1,68.2,12,6.9,0.5,low,low,100.0
7.5,99.3,58.2,10,8.7,3.9,medium,high,100.0
5.9,94.5,55.5,8,7.5,2.1,low,high,96.0
5.6,94.4,95.9,10,9.1,7.4,high,high,100.0
4.1,100.0,71.7,11,8.6,5.1,low,medium,98.6
7.1,82.4,86.9,3,7.0,5.6,low,high,100.0
3.9,80.1,90.8,12,8.4,4.2,high,low,100.0
7.7,82.2,63.8,7,8.8,3.6,low,high,98.8
8.7,86.0,76.4,7,6.9,2.4,low,medium,100.0
6.9,69.2,70.7,7,6.7,2.1,high,low,82.1
5.3,86.3,52.6,9,7.2,1.8,medium,low,85.6
7.1,83.6,67.2,5,4.1,3.9,medium,low,86.6
5.2,94.3,78.8,7,7.3,5.3,low,high,98.1
8.3,90.8,62.5,9,7.9,2.5,low,high,100.0
1.4,83.2,65.1,9,7.2,1.9,low,low,87.8
5.2,92.7,67.4,9,7.4,0.8,medium,high,93.0
1.0,93.8,100.0,7,6.9,3.4,low,high,88.4
2.3,81.9,42.5,10,4.6,4.8,medium,low,68.8
9.4,84.1,77.5,11,9.0,4.9,high,medium,100.0
8.2,70.2,66.2,10,6.6,5.1,high,low,100.0
4.2,79.3,60.4,9,6.3,3.6,low,medium,88.5
2.2,82.1,65.8,10,8.6,3.1,medium,medium,94.4
0.0,88.6,80.0,10,8.2,4.9,medium,high,93.6
4.6,80.4,80.9,12,7.3,1.3,medium,low,97.3
12.1,83.9,72.8,11,7.9,2.3,high,medium,100.0
7.1,78.2,86.4,8,5.6,5.6,medium,medium,92.3
4.6,89.4,89.0,6,6.9,1.4,medium,medium,93.9
7.2,91.4,82.2,7,8.6,2.9,low,high,100.0
2.1,91.2,61.8,7,6.2,3.9,medium,medium,82.3
5.3,88.1,77.4,9,5.8,3.1,medium,high,100.0
6.2,75.7,77.5,6,7.1,4.7,medium,medium,85.6
5.8,83.0,57.8,11,7.1,5.3,medium,low,100.0
8.0,84.7,46.5,5,7.8,3.7,medium,medium,78.8
6.9,84.8,39.7,4,5.3,5.1,medium,medium,75.4
7.7,88.6,71.0,8,4.0,1.6,high,medium,100.0
4.3,99.4,74.5,6,8.1,2.8,low,medium,92.5
8.2,94.5,52.3,5,5.7,6.6,medium,medium,83.4
10.1,80.1,85.7,6,6.3,5.9,medium,high,100.0
3.6,93.4,72.3,6,4.4,1.1,medium,high,79.4
3.8,93.1,90.2,8,8.2,3.0,medium,medium,100.0
9.3,81.6,75.6,6,7.4,3.2,medium,high,100.0
5.5,94.8,54.0,7,7.4,3.6,medium,high,88.0
9.5,86.7,76.9,8,7.4,4.9,low,low,95.4
4.9,76.7,80.1,11,4.5,5.8,high,medium,91.0
9.6,91.6,61.8,12,5.8,3.1,medium,medium,100.0
6.3,89.7,48.4,8,6.5,4.7,low,high,100.0
6.6,86.2,71.5,9,6.1,4.0,low,low,95.7
9.9,87.7,55.0,8,6.7,3.0,low,high,100.0
5.1,82.2,86.8,9,7.3,0.5,low,low,100.0
3.6,92.9,63.9,9,8.2,4.5,low,medium,100.0
4.9,87.7,95.9,11,5.2,3.9,low,high,100.0
7.1,89.3,38.1,3,7.0,3.6,high,low,85.8
2.1,90.9,72.0,7,7.9,1.5,medium,high,86.6
7.6,78.8,91.4,9,5.9,5.9,high,low,100.0
4.7,80.8,56.6,8,6.8,3.2,medium,medium,83.7
8.9,70.3,67.6,6,7.6,1.3,medium,medium,91.7
0.0,92.5,64.0,5,7.0,1.0,high,low,76.3
4.0,78.3,59.7,10,7.8,4.0,low,medium,73.4
1.8,89.1,73.7,6,7.1,4.1,medium,medium,83.9
3.9,91.0,50.6,4,6.6,2.3,high,medium,72.6
6.6,92.8,68.3,10,5.6,3.7,high,medium,98.3
5.6,78.4,77.7,9,7.3,4.0,medium,medium,89.3
5.4,87.5,66.8,8,7.1,3.2,high,medium,91.7
5.6,100.0,55.0,6,5.8,1.9,medium,low,81.1
6.5,100.0,85.5,8,7.7,4.4,low,high,100.0
3.5,95.9,81.0,11,8.5,4.3,low,medium,92.6
7.8,90.7,54.4,4,6.2,3.9,medium,medium,86.1
7.7,80.0,50.6,4,6.1,1.7,low,low,72.9
7.0,93.7,55.7,6,6.1,1.0,low,high,81.0
7.4,86.7,78.2,8,5.0,3.1,low,medium,95.3
6.7,92.5,74.1,7,9.4,4.4,high,low,95.5
11.1,82.9,81.9,10,6.5,4.6,high,high,100.0
5.8,86.6,65.1,11,6.0,3.9,high,high,97.5
5.2,89.3,56.1,9,5.6,2.3,medium,high,81.7
4.1,90.0,83.8,9,6.5,1.8,high,medium,95.8
3.4,91.9,61.7,9,6.2,3.0,medium,medium,77.0
2.9,83.4,72.8,8,8.7,3.0,medium,low,93.9
3.8,77.3,46.8,5,5.5,4.7,medium,medium,77.1
5.8,100.0,61.5,5,5.2,2.3,low,medium,95.7
6.8,100.0,85.1,5,7.7,2.4,medium,low,95.5
6.1,91.6,59.3,8,6.9,6.1,medium,medium,99.4
4.1,77.4,82.2,9,6.7,5.3,high,medium,97.7
8.3,81.8,35.0,4,7.7,1.7,low,medium,72.7
7.8,92.1,61.6,8,7.2,5.2,low,low,91.6
5.6,98.7,67.4,6,6.9,1.3,low,high,92.1
4.4,78.3,96.1,5,5.3,2.3,low,medium,91.4
7.4,87.0,52.5,6,5.0,2.5,high,medium,90.6
6.5,89.6,80.1,5,6.2,2.9,medium,high,96.6
2.4,94.9,85.9,10,5.7,3.9,low,low,91.4
5.8,85.3,59.2,8,7.3,3.2,medium,high,99.4
6.7,75.5,64.4,10,4.8,3.9,medium,high,94.3
3.8,93.0,72.1,7,6.5,2.4,low,high,89.3
6.5,97.0,47.8,7,6.8,3.6,low,medium,85.9
2.4,87.3,63.2,12,7.0,3.1,low,low,87.7
9.3,91.2,89.1,4,7.5,0.9,medium,low,94.6
9.1,84.2,77.8,11,6.6,3.7,high,high,100.0
5.4,81.2,67.6,12,6.2,3.1,low,low,100.0
6.9,96.2,71.7,10,8.5,1.9,medium,medium,96.2
0.0,91.1,78.7,7,6.6,2.4,medium,high,86.4
3.1,91.9,81.6,12,8.7,2.4,low,medium,100.0
5.3,100.0,61.7,7,6.6,2.6,medium,low,95.9
3.3,79.6,93.0,6,7.0,5.6,low,high,95.0
7.8,83.6,89.7,7,6.8,6.1,low,medium,100.0
11.0,89.3,80.2,7,7.3,0.0,medium,medium,100.0
3.1,83.5,57.4,6,6.5,3.7,low,low,81.5
3.9,94.3,54.7,11,7.1,4.4,medium,medium,97.8
6.6,86.5,65.1,6,8.8,2.7,medium,low,99.7
10.0,80.1,70.9,8,8.3,4.4,low,high,100.0
2.9,88.5,43.5,4,8.3,5.5,high,medium,75.7
6.6,89.4,77.4,8,5.4,0.9,low,medium,95.7
10.6,95.5,89.3,5,5.6,3.2,medium,high,100.0
1.9,91.1,78.6,5,7.3,5.9,medium,high,87.1
2.8,91.7,59.9,8,7.9,1.1,medium,medium,72.4
4.9,90.6,58.1,11,6.4,2.8,high,high,96.6
4.7,86.5,74.5,9,6.2,2.3,low,low,97.2
8.0,82.3,67.7,9,8.7,4.6,low,medium,93.0
6.6,90.3,76.6,8,7.8,4.8,medium,high,96.5
1.6,85.3,79.0,7,8.3,3.2,medium,medium,93.6
7.3,100.0,86.4,10,6.5,3.0,medium,medium,100.0
4.6,98.7,53.0,7,6.4,0.4,medium,high,83.1
9.2,93.1,73.3,10,8.1,5.1,low,low,100.0
4.4,91.0,64.5,11,6.7,2.5,medium,low,93.6
4.4,87.3,68.5,6,6.3,2.8,medium,medium,92.7
7.4,77.9,83.0,6,5.9,4.5,medium,low,91.2
7.9,86.3,84.6,7,6.4,3.3,low,low,96.9
7.1,88.8,91.0,4,8.1,4.5,high,medium,100.0
1.8,89.8,76.4,7,5.2,3.9,medium,medium,77.8
7.3,91.8,68.3,11,7.8,3.3,low,medium,100.0
3.4,95.4,66.2,5,6.2,3.5,low,medium,83.3
6.6,82.5,44.0,11,6.7,1.3,medium,medium,100.0
2.4,82.5,90.1,7,6.8,2.8,high,medium,85.4
7.1,99.6,65.2,12,6.7,4.6,medium,low,100.0
4.0,94.2,77.6,6,6.7,1.7,high,medium,97.0
2.8,84.9,80.2,8,6.5,1.9,low,high,94.7
7.8,87.1,51.3,6,6.3,1.7,low,medium,87.2
6.6,87.2,56.1,6,8.6,3.2,medium,low,86.6
4.5,88.3,93.2,11,7.0,5.1,low,high,100.0
9.6,91.8,74.4,9,6.8,3.8,low,medium,99.5
4.9,100.0,61.3,11,6.2,0.0,medium,medium,97.7
6.1,89.5,68.1,5,6.5,4.0,low,low,94.1
6.7,93.3,86.3,10,6.2,2.3,low,medium,98.8
4.5,74.5,84.0,6,7.9,3.8,low,low,81.4
7.2,84.1,48.0,5,6.1,2.8,low,medium,77.4
4.7,97.8,94.5,9,4.3,1.7,low,high,100.0
5.0,91.2,84.5,9,7.1,2.9,low,medium,100.0
9.4,52.9,67.7,8,6.7,2.3,high,low,86.8
3.4,93.4,52.1,10,6.3,3.5,medium,low,77.5
0.0,100.0,85.8,10,8.1,1.7,medium,high,100.0
10.0,72.0,77.1,12,4.0,1.3,low,high,100.0
12.4,100.0,48.1,5,8.9,4.1,low,low,100.0
5.0,65.8,66.5,12,8.3,4.7,high,medium,94.4
1.2,95.5,100.0,12,6.2,3.9,medium,medium,100.0
5.2,87.9,70.2,7,6.5,2.0,high,high,85.8
5.3,69.2,58.9,4,7.6,1.9,low,high,79.5
5.5,91.6,54.9,5,7.6,2.0,medium,medium,84.3
3.2,97.2,96.6,7,6.2,4.3,medium,low,95.2
7.4,90.9,82.7,12,5.1,1.8,low,high,100.0
7.3,92.7,91.1,8,9.5,4.3,high,high,100.0
2.3,84.7,73.7,6,8.1,4.0,low,medium,88.0
7.7,73.1,88.8,6,7.2,4.9,medium,medium,96.4
11.1,93.5,57.3,5,7.2,4.6,low,low,92.3
6.4,100.0,72.4,10,7.7,3.8,medium,medium,100.0
5.2,97.0,74.3,8,7.9,0.8,medium,high,100.0
5.6,72.1,90.7,12,4.5,3.9,medium,low,100.0
7.5,75.9,74.8,10,6.6,3.2,high,high,100.0
1.7,81.2,60.6,10,6.5,2.4,low,low,77.9
6.4,75.3,71.0,7,6.8,5.0,high,medium,93.4
5.0,88.4,44.9,5,7.9,2.8,medium,medium,70.5
10.6,91.1,35.2,6,4.9,2.2,high,low,86.5
5.6,76.6,82.5,5,5.4,4.7,medium,medium,94.1
10.2,94.2,64.4,10,6.2,2.4,medium,medium,100.0
3.2,92.8,66.1,7,7.2,2.1,medium,medium,82.9
7.5,83.6,82.5,10,8.0,1.3,high,high,100.0
6.8,86.6,91.0,8,9.0,1.8,high,medium,100.0
3.8,72.4,78.0,7,6.7,1.9,medium,low,77.3
6.4,85.3,98.9,5,8.0,3.9,medium,high,99.0
9.0,88.1,77.5,9,7.9,1.5,medium,medium,100.0
5.2,89.3,74.5,7,7.7,0.2,low,low,85.9
1.8,91.0,73.6,10,7.0,3.5,low,high,87.8
6.0,90.0,50.7,6,6.5,2.0,medium,low,83.9
3.7,85.9,84.3,10,5.7,3.0,medium,medium,94.0
5.1,90.3,33.3,12,5.6,4.9,medium,medium,86.4
5.8,96.0,61.2,9,7.4,3.1,medium,medium,100.0
1.7,87.2,70.3,10,6.9,5.3,low,medium,78.2
2.0,90.5,58.2,9,6.5,2.9,low,medium,87.2
7.2,86.5,63.2,12,7.8,4.5,low,medium,99.6
4.7,82.8,97.6,9,6.8,2.2,low,low,98.5
0.0,92.2,86.6,10,5.9,3.2,medium,low,100.0
8.0,83.6,59.7,8,6.7,1.6,medium,high,87.9
6.7,91.1,63.0,6,8.0,1.8,high,high,99.9
4.2,88.2,50.8,5,5.8,2.7,low,high,83.8
2.7,85.6,80.6,11,7.3,1.0,high,medium,95.2
8.1,85.4,66.3,5,6.9,3.2,medium,medium,89.2
6.9,83.9,40.5,10,6.1,2.5,low,medium,84.2
12.0,74.8,71.5,9,6.6,3.4,medium,medium,100.0
7.1,91.1,76.6,10,5.1,1.0,high,low,100.0
7.0,89.9,84.4,7,7.1,4.1,low,medium,100.0
5.6,94.8,68.9,6,5.4,5.5,medium,low,86.2
8.0,83.7,64.4,9,8.3,5.2,low,medium,100.0
7.6,100.0,99.8,7,6.9,5.9,low,medium,100.0
9.1,85.0,70.1,5,6.3,3.1,low,medium,97.1
4.7,81.0,80.8,12,8.4,2.5,low,medium,100.0
4.9,80.1,61.9,6,5.8,3.7,medium,high,80.3
4.8,74.1,80.3,6,6.1,2.6,low,high,71.8
8.0,100.0,48.2,7,4.8,0.4,medium,high,97.3
9.7,99.0,63.1,11,8.6,4.2,high,high,100.0
4.9,92.8,51.9,3,9.2,2.6,high,medium,81.6
4.9,80.8,60.9,11,5.0,0.8,low,medium,95.3
6.8,100.0,88.8,6,6.0,2.2,low,medium,98.6
5.4,85.2,60.8,9,7.1,2.7,medium,high,95.9
8.4,85.8,80.8,6,6.4,3.0,low,medium,100.0
0.4,99.5,92.8,12,7.0,3.0,low,medium,100.0
3.9,93.3,69.6,8,6.9,5.1,medium,high,100.0
4.0,100.0,84.9,6,7.5,1.1,medium,medium,100.0
0.2,90.0,78.0,7,5.8,2.8,low,low,71.7
3.6,84.8,71.7,8,7.2,1.7,low,medium,93.1
3.7,83.1,81.3,8,5.7,4.9,high,medium,90.5
5.5,73.2,97.6,9,6.5,2.2,high,medium,97.8
8.8,85.8,60.4,8,4.9,2.5,medium,high,96.1
5.4,97.2,55.6,5,6.5,4.6,medium,medium,94.0
3.4,92.8,54.7,7,6.3,5.0,medium,high,80.6
5.9,88.2,84.9,10,8.1,5.2,low,medium,93.7
8.6,80.0,86.9,6,6.9,0.5,high,low,94.3
3.6,89.8,61.9,10,7.1,3.7,low,medium,92.0
3.7,96.1,38.0,8,7.0,3.4,medium,medium,74.9
7.4,91.4,59.9,7,4.4,2.9,low,high,81.0
5.4,89.3,78.2,11,4.6,3.1,medium,medium,92.8
7.6,81.6,69.0,4,6.6,4.9,medium,medium,89.1
6.0,94.9,72.7,6,7.3,4.6,medium,medium,100.0
7.8,62.9,62.1,11,6.7,4.3,medium,high,94.3
3.4,91.1,85.2,12,6.0,3.3,medium,low,100.0
6.0,100.0,75.1,12,6.7,6.4,medium,low,100.0
5.5,75.9,78.8,8,6.6,2.4,medium,medium,89.1
3.0,86.1,72.4,9,7.9,0.6,medium,medium,90.7
2.1,87.9,77.9,10,7.9,2.6,medium,medium,90.1
7.7,84.3,76.9,11,6.3,3.1,medium,low,100.0
5.1,96.3,56.1,9,6.9,5.0,low,medium,87.0
3.4,91.8,75.6,10,7.3,2.2,medium,low,88.1
5.8,89.2,81.9,9,7.5,3.7,low,low,100.0
8.8,94.4,87.3,9,9.0,0.8,medium,medium,100.0
0.3,88.1,76.2,6,7.0,4.6,low,low,79.1
2.3,100.0,55.5,7,8.4,3.1,high,medium,91.7
3.7,89.2,57.8,7,5.6,2.6,low,high,87.6
9.7,89.6,63.5,5,6.2,6.2,medium,low,93.9
6.7,74.3,72.8,4,4.4,4.6,low,medium,78.8
7.9,83.7,68.2,7,7.2,1.4,high,medium,93.0
3.1,97.2,53.1,7,7.8,2.8,low,low,71.2
3.2,77.3,53.1,8,4.0,7.1,medium,medium,83.1
7.1,70.7,38.5,9,7.2,6.0,low,low,78.5
6.1,88.3,23.2,8,7.7,4.4,medium,high,70.6
7.4,99.0,68.0,7,7.7,0.2,low,medium,100.0
5.5,88.3,100.0,6,5.6,5.0,medium,medium,100.0
6.7,85.3,97.0,10,7.9,2.0,low,high,100.0
6.4,73.1,55.3,8,7.0,5.0,low,medium,83.0
7.9,91.6,72.2,7,7.7,1.9,low,medium,95.0
8.0,93.3,48.0,8,6.8,3.7,medium,medium,94.8
2.0,73.7,50.3,6,7.5,2.0,low,medium,72.1
0.4,97.1,52.0,7,8.3,2.5,high,medium,75.9
8.5,94.1,66.6,7,6.8,3.9,medium,medium,100.0
9.0,97.1,67.3,7,7.3,1.0,medium,high,100.0
3.4,92.7,73.8,10,8.5,6.6,low,high,100.0
1.4,93.2,79.9,9,6.8,1.5,low,low,81.5
6.2,92.2,64.9,12,5.6,1.4,high,high,98.1
8.3,94.9,70.5,11,7.8,3.9,medium,low,100.0
10.5,73.4,53.6,12,8.7,4.9,medium,high,94.3
7.3,76.0,49.8,9,8.5,2.5,medium,medium,90.8
5.1,82.1,47.5,9,7.9,1.4,low,medium,85.8
3.8,87.0,79.7,7,4.2,1.6,high,medium,87.2
6.0,91.1,64.9,10,6.2,1.5,medium,low,95.5
5.3,90.6,41.9,6,6.3,3.5,high,high,85.6
3.5,96.9,69.1,4,7.1,2.9,medium,low,78.5
11.1,97.2,51.3,12,9.0,3.6,low,medium,100.0
10.5,81.0,94.9,5,5.7,3.5,medium,high,100.0
8.8,89.9,61.3,9,9.7,4.2,high,medium,100.0
3.7,81.2,80.2,6,6.5,2.4,low,medium,80.9
8.1,86.5,86.3,11,6.1,1.9,medium,high,100.0
7.6,90.6,55.7,11,8.0,3.2,medium,low,100.0
7.1,60.7,71.1,9,8.1,2.9,low,medium,88.7
9.1,100.0,78.3,11,7.8,3.4,low,low,100.0
7.6,92.5,71.7,8,6.1,1.9,medium,low,88.0
7.9,83.2,75.4,12,7.6,4.0,high,low,100.0
7.6,100.0,50.1,10,5.8,1.2,medium,medium,94.2
6.9,85.2,78.3,6,6.0,2.3,high,medium,100.0
1.5,89.1,62.7,8,6.9,4.7,low,medium,81.2
6.2,84.1,75.2,8,6.0,1.3,low,medium,100.0
4.6,100.0,83.8,7,8.3,4.6,low,medium,98.1
2.8,87.2,80.0,4,6.3,0.9,medium,medium,81.9
10.2,89.2,75.2,9,6.7,0.6,medium,low,100.0
10.3,97.6,79.6,5,5.9,0.8,low,high,100.0
9.4,92.7,80.3,2,8.2,3.2,medium,medium,91.3
6.6,87.6,92.4,7,6.2,4.1,medium,high,100.0
9.4,96.9,69.5,6,8.4,4.9,medium,medium,98.0
6.0,100.0,72.5,6,8.3,4.8,medium,medium,100.0
6.5,90.5,84.0,0,6.5,4.3,medium,medium,80.1
3.3,88.9,62.6,6,7.0,1.8,high,medium,94.6
7.0,89.4,50.0,8,6.4,1.7,medium,medium,89.3
6.2,98.5,77.4,6,7.7,4.2,high,medium,100.0
2.7,83.2,66.9,9,6.8,5.1,high,medium,91.1
5.9,85.8,51.9,11,6.5,1.5,high,high,97.5
5.8,75.7,77.5,9,7.1,4.9,low,low,94.6
10.5,78.5,91.5,11,5.1,0.1,medium,high,100.0
8.2,83.9,45.6,11,6.9,3.6,low,high,99.5
6.0,87.6,85.3,5,7.8,2.8,low,low,89.2
6.6,100.0,31.9,9,7.2,2.7,medium,low,79.7
6.1,92.3,64.0,10,8.1,3.0,low,medium,100.0
5.5,80.7,97.6,7,6.5,1.7,medium,low,98.3
3.3,82.2,65.1,6,6.4,3.7,high,low,68.4
5.6,99.0,71.3,9,5.7,3.1,low,medium,95.8
4.1,97.0,81.4,4,6.5,4.4,high,medium,100.0
2.9,88.2,44.3,5,9.4,5.4,medium,low,71.3
7.3,84.5,71.1,6,7.3,3.2,high,high,95.8
7.0,97.0,71.0,9,6.3,1.8,low,low,90.5
1.5,80.1,97.9,9,5.8,1.3,high,low,89.5
5.7,91.1,51.5,11,5.1,5.5,low,low,81.4
8.5,100.0,64.3,6,6.0,5.4,high,high,100.0
8.6,89.6,56.1,6,7.9,4.3,low,high,94.3
8.6,81.8,54.5,9,6.5,3.1,low,low,90.7
6.1,91.3,86.9,6,5.9,4.2,low,medium,92.7
3.9,84.2,70.4,6,6.0,5.0,medium,low,92.3
3.3,76.8,61.7,3,7.8,2.1,high,low,69.2
6.9,93.6,62.2,9,6.9,3.0,medium,low,91.3
6.9,96.9,61.6,12,6.2,1.3,medium,high,100.0
9.2,85.5,62.9,5,6.6,2.8,low,medium,92.7
8.7,85.0,51.0,11,9.6,5.3,high,medium,100.0
5.7,80.3,66.1,8,8.5,4.6,medium,low,95.5
2.9,86.8,64.6,4,8.8,3.2,high,high,87.2
5.2,83.5,58.6,6,4.9,0.0,medium,high,97.5
6.5,79.9,72.3,6,6.8,2.0,low,low,77.1
5.5,100.0,73.6,7,6.2,3.2,low,medium,97.2
4.6,91.7,61.7,9,7.7,2.7,medium,medium,89.2
6.6,92.6,67.8,12,8.3,3.0,high,high,100.0
4.7,95.1,100.0,4,7.4,3.4,medium,medium,100.0
4.4,94.2,100.0,7,6.0,2.2,high,low,89.7
6.8,84.7,54.2,6,6.2,3.0,high,medium,89.4
5.0,90.2,56.3,5,7.7,2.8,low,medium,83.1
6.6,85.8,54.1,8,7.9,1.9,medium,medium,95.8
6.7,91.5,85.9,8,7.2,5.8,medium,low,98.3
3.2,90.7,64.0,3,7.2,2.3,low,high,80.8
4.8,84.9,73.6,8,7.1,0.0,medium,high,93.4
9.6,77.4,100.0,5,7.3,5.7,low,medium,100.0
3.1,89.2,69.8,8,7.9,1.7,medium,medium,91.4
0.7,86.4,80.6,11,7.8,4.3,medium,medium,93.9
1.3,72.9,77.8,9,7.0,2.0,high,medium,93.0
6.1,92.1,61.2,8,6.9,3.9,medium,low,92.3
6.1,95.7,85.9,7,6.9,2.9,medium,medium,100.0
5.7,100.0,57.3,8,6.1,4.5,low,medium,84.3
9.0,84.9,90.1,9,6.0,2.7,high,high,100.0
0.0,83.7,61.2,9,7.7,2.0,medium,low,71.9
7.0,79.1,62.8,8,6.1,3.4,medium,medium,96.4
9.9,89.7,53.7,9,8.0,2.4,high,medium,100.0
3.2,89.6,56.1,5,6.9,0.1,medium,high,79.5
5.1,81.5,63.6,6,8.0,2.1,low,medium,89.4
4.1,86.6,33.5,10,7.8,7.3,low,medium,66.1
3.8,72.2,66.5,10,8.0,0.3,medium,medium,85.4
5.2,95.4,62.4,8,6.4,3.4,low,medium,95.9
9.6,81.8,81.9,12,7.5,2.6,low,medium,100.0
10.6,87.7,76.3,9,7.9,5.8,low,medium,100.0
5.2,76.6,59.4,7,5.1,1.3,medium,medium,68.0
10.8,83.3,63.1,5,9.0,3.2,medium,medium,97.2
6.1,85.8,66.5,12,9.7,4.0,medium,low,100.0
10.4,87.9,92.3,10,8.1,2.7,medium,medium,100.0
5.8,91.8,57.7,12,8.0,1.8,medium,high,100.0
6.3,99.5,59.2,12,7.7,3.0,low,medium,95.4
6.9,93.9,53.1,5,6.6,2.5,high,high,95.6
13.9,95.7,47.8,5,6.9,2.5,medium,medium,100.0
8.1,99.6,74.6,1,8.2,4.4,high,medium,90.7
4.2,92.6,73.0,10,5.8,3.6,medium,medium,100.0
8.4,87.7,89.2,10,5.7,3.8,low,high,100.0
5.1,96.1,85.6,8,6.5,3.5,medium,low,98.0
4.8,96.6,100.0,5,7.8,4.4,low,low,95.4
8.3,93.2,68.9,8,6.0,5.0,high,low,98.8
6.1,76.4,66.1,8,6.7,2.6,medium,medium,96.6
6.7,81.3,50.5,10,6.9,4.2,low,medium,79.4
6.0,85.8,80.4,9,5.8,1.1,medium,medium,100.0
6.8,94.2,71.8,10,4.1,0.0,medium,low,99.5
7.1,87.8,79.8,8,5.8,5.7,low,medium,96.7
1.2,97.1,52.9,11,7.3,2.5,low,low,82.5
7.7,98.5,75.3,10,7.6,3.4,high,high,100.0
3.5,97.6,73.1,5,7.6,1.2,low,medium,77.2
2.4,97.6,72.1,11,7.7,1.1,low,medium,91.5
5.9,79.7,59.8,11,6.2,1.9,low,medium,81.4
6.2,91.9,87.8,9,6.0,4.0,medium,medium,97.4
4.3,83.1,100.0,9,7.5,2.2,medium,medium,93.7
8.1,74.8,53.3,12,6.7,2.5,medium,high,100.0
2.6,85.7,80.8,4,8.1,1.9,high,medium,77.9
5.0,98.6,26.8,11,7.5,4.7,low,medium,84.2
4.5,91.7,80.0,7,8.5,4.3,low,medium,100.0
5.9,100.0,41.9,11,6.4,2.3,low,medium,96.5
6.7,89.4,62.1,8,8.3,4.0,medium,medium,94.5
3.5,100.0,50.3,5,9.4,2.6,low,high,80.3
7.8,89.4,66.8,7,7.1,2.5,medium,medium,97.7
6.2,88.2,82.6,11,7.6,2.9,high,medium,100.0
1.3,77.8,42.1,7,5.9,4.0,low,high,70.7
1.1,96.9,64.6,6,8.1,1.7,high,low,85.6
6.0,84.0,62.3,6,8.4,3.8,high,medium,100.0
5.4,82.8,93.7,10,6.4,6.7,medium,medium,100.0
5.7,98.2,76.5,12,7.7,3.3,high,low,100.0
5.9,97.3,52.3,3,7.3,3.1,medium,low,81.4
6.6,97.1,62.9,12,7.5,2.9,low,medium,100.0
8.4,85.1,93.3,9,8.0,3.7,medium,low,100.0
3.2,87.6,80.7,9,7.6,0.6,low,high,90.4
3.1,87.5,56.2,7,6.8,5.6,medium,medium,77.0
3.3,94.3,66.0,8,8.0,4.5,high,medium,97.1
6.7,100.0,66.5,8,8.3,2.0,medium,medium,100.0
9.1,90.9,61.9,5,6.3,3.0,low,low,99.9
4.9,100.0,44.3,6,7.0,2.2,medium,low,79.9
0.0,95.2,59.8,11,4.9,3.4,high,medium,87.5
1.7,86.1,90.8,4,7.7,3.1,low,medium,87.7
3.9,94.6,64.3,9,8.5,3.3,low,medium,91.9
4.6,100.0,68.5,7,6.7,1.5,low,medium,89.8
5.0,100.0,72.1,6,7.2,2.3,high,medium,85.7
6.1,97.5,100.0,12,6.7,4.7,medium,high,100.0
5.2,88.2,70.1,6,6.5,2.2,low,medium,86.7
8.6,86.3,86.4,5,7.3,0.0,medium,high,100.0
4.3,92.6,61.0,8,6.1,2.8,medium,low,92.5
3.8,100.0,66.1,6,6.7,6.6,low,medium,87.8
7.2,91.5,70.2,8,5.9,4.3,high,medium,100.0
